YearsExperience,EducationLevel,JobRole,Salary
9,Bachelor,Software Engineer,70858
29,Bachelor,Data Scientist,133237
20,Bachelor,Software Engineer,95545
7,PhD,HR,72433
27,Bachelor,Data Scientist,125514
4,Master,Software Engineer,68740
23,Master,Software Engineer,117805
19,PhD,Manager,125128
3,PhD,Manager,72039
6,Master,Analyst,63758
2,PhD,Data Scientist,69612
24,PhD,Software Engineer,119119
17,Master,HR,91564
20,Master,Data Scientist,117045
13,Master,Analyst,81607
2,Bachelor,Data Scientist,54894
16,PhD,Manager,115945
14,PhD,HR,105902
16,Master,HR,96150
18,Master,HR,96426
27,PhD,Analyst,133846
15,Master,Software Engineer,83798
20,Master,Manager,115070
21,Master,Software Engineer,107268
13,Bachelor,Software Engineer,75637
29,Bachelor,HR,109963
11,Master,Analyst,82311
7,Master,Software Engineer,74423
26,PhD,HR,123810
19,PhD,Analyst,119501
16,Master,Software Engineer,104383
7,PhD,Data Scientist,85935
15,Bachelor,Data Scientist,90680
10,PhD,HR,78860
26,PhD,Analyst,125394
16,Bachelor,Software Engineer,91772
4,PhD,Data Scientist,79181
13,Bachelor,HR,69156
24,PhD,HR,126161
11,PhD,HR,83643
9,PhD,Manager,93157
1,Master,Analyst,48005
18,Bachelor,Manager,111058
9,Bachelor,HR,52289
23,Bachelor,HR,94642
7,Master,Analyst,59518
12,Bachelor,Manager,86188
29,Master,Manager,143112
3,Bachelor,Analyst,38096
29,PhD,Data Scientist,155645
14,Master,Analyst,90206
10,PhD,Manager,91436
5,Master,Data Scientist,68717
24,PhD,Software Engineer,132361
12,Master,Analyst,81659
13,PhD,Data Scientist,100928
12,Master,Data Scientist,88340
3,PhD,HR,57569
4,Master,Data Scientist,68321
30,Bachelor,Manager,147740
23,PhD,Data Scientist,145846
19,Master,HR,103173
12,Master,HR,81752
5,Bachelor,Software Engineer,59716
7,Bachelor,Software Engineer,52610
14,PhD,Software Engineer,106282
28,Bachelor,Software Engineer,120680
15,Bachelor,HR,79378
6,Master,Manager,82452
12,PhD,Software Engineer,87246
2,Bachelor,Analyst,47175
5,PhD,HR,62550
7,Bachelor,Data Scientist,64592
12,Master,Data Scientist,97384
6,Master,Data Scientist,80613
24,PhD,Analyst,137053
13,Master,Analyst,76546
2,Bachelor,Software Engineer,44279
25,Bachelor,Software Engineer,108937
7,Bachelor,Software Engineer,62692
27,PhD,HR,127663
9,Bachelor,Software Engineer,68380
29,Bachelor,Software Engineer,128437
16,PhD,Software Engineer,107097
24,PhD,HR,124885
7,Bachelor,Data Scientist,67384
23,Master,Data Scientist,124933
18,Master,HR,96250
18,Master,Manager,115386
2,PhD,Manager,66720
0,Master,Analyst,41725
5,Master,Data Scientist,69234
15,Bachelor,HR,70976
1,PhD,Manager,76122
27,PhD,Manager,143499
12,Master,Analyst,78005
6,Master,Software Engineer,72348
29,Master,Manager,140856
7,PhD,Data Scientist,85361
27,PhD,Analyst,126340
25,Bachelor,HR,104871
0,PhD,Data Scientist,58289
18,PhD,Data Scientist,115076
14,PhD,HR,93350
17,Bachelor,Manager,101657
18,PhD,Software Engineer,108536
11,Master,HR,78333
11,PhD,Software Engineer,89183
2,PhD,Analyst,61055
8,Master,HR,61689
5,PhD,HR,63915
0,Master,Software Engineer,51022
26,Master,Software Engineer,138108
0,PhD,HR,50436
15,Master,Analyst,89278
19,Master,Analyst,97907
23,Bachelor,Manager,130719
18,PhD,Analyst,107740
7,Bachelor,Manager,70117
1,Bachelor,HR,36460
10,Bachelor,Analyst,72426
6,Master,Software Engineer,68650
27,PhD,Data Scientist,158754
28,Bachelor,Manager,130384
21,PhD,Data Scientist,132612
13,Bachelor,Data Scientist,76903
8,PhD,Software Engineer,79384
9,Bachelor,Data Scientist,64675
27,PhD,HR,129396
14,Bachelor,Analyst,74022
16,PhD,Analyst,100716
11,Bachelor,Data Scientist,67681
13,Bachelor,Analyst,78467
16,Bachelor,Software Engineer,79879
0,Bachelor,Software Engineer,38301
25,PhD,Analyst,134853
16,Bachelor,Manager,100791
27,PhD,Manager,141399
21,Bachelor,Manager,113301
9,Master,Software Engineer,76846
7,Bachelor,Manager,71129
7,PhD,Data Scientist,90713
24,PhD,Analyst,122805
23,Bachelor,Analyst,99477
12,PhD,Analyst,90540
23,Master,HR,105212
0,PhD,HR,53266
10,Bachelor,Manager,78157
14,Bachelor,Manager,91316
1,Master,Software Engineer,59002
14,Bachelor,Data Scientist,98674
26,Bachelor,HR,108005
23,Bachelor,Manager,116270
26,Master,Analyst,121278
24,Master,Software Engineer,113724
15,Bachelor,Manager,85486
22,PhD,HR,116375
9,PhD,Data Scientist,101434
3,Master,HR,50303
17,Master,Manager,111125
17,Bachelor,Manager,108293
9,Master,Analyst,77971
18,Bachelor,Software Engineer,94151
2,Master,Manager,58738
23,Master,Data Scientist,123395
11,Master,Data Scientist,88189
23,PhD,Software Engineer,136099
9,Master,HR,77910
16,Bachelor,HR,73636
11,PhD,Analyst,93870
12,Master,Software Engineer,80368
4,Bachelor,Data Scientist,54509
1,Master,Manager,63187
9,Master,Manager,89161
1,Bachelor,Data Scientist,48276
11,Bachelor,Data Scientist,76450
8,Bachelor,Data Scientist,69141
2,PhD,Data Scientist,73096
26,Bachelor,Data Scientist,127439
6,PhD,Analyst,74069
29,Bachelor,HR,119066
0,Master,Manager,59087
27,Master,Manager,135885
30,Master,Analyst,137655
22,Bachelor,Analyst,95917
16,Bachelor,Data Scientist,84917
3,PhD,HR,62489
0,PhD,Software Engineer,54205
25,PhD,Software Engineer,134702
19,Master,Analyst,101887
8,PhD,Data Scientist,86077
18,Master,Data Scientist,97340
3,PhD,Software Engineer,76218
8,PhD,Manager,96329
10,Bachelor,Data Scientist,74140
5,Bachelor,Manager,68781
9,Master,HR,58980
20,Bachelor,Manager,122143
1,Bachelor,Software Engineer,49449
7,Master,HR,64517
18,Master,HR,87275
30,Master,HR,136784
6,Bachelor,Analyst,54461
16,Master,Manager,98191
14,Master,Analyst,80115
10,Bachelor,Manager,74336
20,PhD,HR,105450
25,Master,HR,114660
28,Bachelor,Data Scientist,125102
11,Master,Manager,100797
7,Bachelor,HR,43105
6,Bachelor,Data Scientist,70047
28,Master,Analyst,121323
19,Bachelor,HR,86015
14,Master,Data Scientist,93508
3,Bachelor,Data Scientist,54479
18,PhD,HR,87937
22,Bachelor,Analyst,101172
0,Bachelor,HR,29740
30,Bachelor,Analyst,127682
5,Bachelor,Analyst,43453
17,Master,Analyst,96609
27,PhD,Data Scientist,138991
25,Bachelor,Manager,126545
5,Master,Data Scientist,81286
11,PhD,Data Scientist,103787
2,PhD,Software Engineer,69338
28,Master,HR,124261
7,Bachelor,HR,50201
18,Bachelor,Data Scientist,98076
6,Master,Data Scientist,62017
17,Master,Manager,112592
6,Bachelor,Manager,66030
12,PhD,Software Engineer,106200
20,Master,Software Engineer,114334
19,Bachelor,Data Scientist,98604
13,PhD,Analyst,92487
20,PhD,Manager,137226
30,PhD,Data Scientist,152516
15,Master,Software Engineer,94192
15,PhD,Analyst,101333
8,Master,Data Scientist,78733
17,Bachelor,Software Engineer,84667
30,PhD,Data Scientist,164019
6,Bachelor,Manager,77208
7,Master,Analyst,64286
1,Bachelor,Analyst,36648
18,PhD,Analyst,109665
16,Master,Manager,109685
2,PhD,Manager,80176
27,Bachelor,HR,110025
26,Bachelor,HR,111628
8,Master,Software Engineer,70932
14,Master,Analyst,87032
6,Bachelor,HR,51252
24,Master,Manager,126235
24,Master,Manager,138823
21,PhD,Manager,140859
9,Master,Analyst,80115
28,PhD,Analyst,134422
26,Bachelor,HR,109511
10,PhD,Analyst,76219
20,PhD,Software Engineer,113142
5,PhD,Software Engineer,87850
29,PhD,Data Scientist,142732
27,Master,Analyst,132648
1,Master,Manager,65312
10,PhD,HR,83478
14,Master,Data Scientist,93721
18,Bachelor,Analyst,92542
26,PhD,Software Engineer,128406
17,Bachelor,Data Scientist,94287
28,PhD,Data Scientist,142427
15,Master,Software Engineer,96905
3,Master,Software Engineer,62625
3,PhD,Analyst,68038
3,Master,Manager,77877
1,Bachelor,Data Scientist,51607
7,PhD,Analyst,75367
4,Master,HR,47309
10,Bachelor,HR,66915
25,Master,Data Scientist,137572
12,Bachelor,Analyst,78100
22,Bachelor,Data Scientist,112288
25,Master,Data Scientist,131156
5,Master,Analyst,57395
27,Master,HR,118804
14,PhD,HR,81820
26,Master,Manager,143541
23,PhD,HR,108146
0,Master,Software Engineer,49079
5,PhD,Manager,92163
28,PhD,Software Engineer,144576
12,Bachelor,Software Engineer,70952
27,Bachelor,Software Engineer,120968
30,Bachelor,HR,115167
23,PhD,Data Scientist,136535
19,PhD,Data Scientist,114162
2,Master,Software Engineer,60872
14,PhD,HR,94856
30,Master,Manager,146443
27,Master,Manager,140290
3,Bachelor,Software Engineer,43106
17,Master,HR,100210
1,Master,Software Engineer,54515
27,Master,HR,112738
12,Bachelor,Analyst,63220
12,Bachelor,Analyst,68013
30,Bachelor,Software Engineer,133209
16,Bachelor,HR,68087
20,PhD,Analyst,121513
21,PhD,Software Engineer,121022
0,Master,HR,45853
30,Bachelor,Data Scientist,129391
2,PhD,Software Engineer,58829
24,Master,Manager,134801
5,Bachelor,Analyst,55641
2,Master,HR,47344
11,Master,Data Scientist,85158
30,Master,Analyst,130158
8,Bachelor,Data Scientist,70359
18,PhD,Manager,124190
24,Bachelor,Analyst,104266
8,PhD,Data Scientist,88451
22,Bachelor,Software Engineer,102902
29,Bachelor,Analyst,129003
17,PhD,Manager,118317
6,Bachelor,Analyst,51823
23,PhD,Manager,136747
19,Master,Manager,118043
18,Bachelor,Manager,110407
27,Bachelor,HR,109775
7,PhD,Analyst,70817
0,PhD,Software Engineer,61207
17,PhD,HR,98650
22,PhD,HR,110568
27,Master,Software Engineer,136124
27,PhD,HR,139135
23,PhD,Data Scientist,134056
16,Bachelor,Data Scientist,95426
18,PhD,Software Engineer,112339
13,Master,HR,79780
5,Bachelor,Software Engineer,58827
23,Master,Software Engineer,116930
14,PhD,Software Engineer,99810
8,Master,HR,71482
18,Master,Data Scientist,105048
10,Master,Software Engineer,74919
2,Master,Software Engineer,58137
4,Master,Software Engineer,65890
13,PhD,Manager,111740
10,PhD,Manager,96869
22,Bachelor,Manager,113469
22,Master,Analyst,112085
26,Bachelor,Software Engineer,116991
17,PhD,Analyst,113430
23,PhD,Analyst,122067
1,Master,Data Scientist,60095
27,Bachelor,HR,109718
15,PhD,HR,106323
11,PhD,HR,79600
3,PhD,HR,54168
22,Bachelor,Data Scientist,101257
14,Bachelor,HR,70327
27,Bachelor,Analyst,112481
6,PhD,Manager,84702
26,Bachelor,Software Engineer,114009
1,Master,Data Scientist,51651
8,Bachelor,HR,55071
2,Master,HR,44559
12,PhD,HR,80928
24,Bachelor,Manager,118412
21,Bachelor,Data Scientist,105255
11,PhD,Analyst,82973
30,Master,Manager,146688
11,PhD,Software Engineer,95914
11,Bachelor,Analyst,70019
4,Master,Data Scientist,71132
30,PhD,Software Engineer,150517
4,PhD,Software Engineer,79812
20,Master,Analyst,97393
4,Bachelor,Data Scientist,65186
20,PhD,Data Scientist,126296
19,Master,Data Scientist,115767
5,Master,Manager,73683
13,Bachelor,Software Engineer,78301
28,Bachelor,Analyst,123707
30,Bachelor,Manager,140811
16,Master,Manager,105640
13,PhD,Software Engineer,104146
23,Bachelor,Manager,125862
14,PhD,Software Engineer,96901
19,Bachelor,Software Engineer,101781
24,Bachelor,Manager,122233
16,Bachelor,Software Engineer,90663
25,Bachelor,Manager,128809
0,Master,Manager,50555
21,PhD,Manager,140100
5,Master,Manager,68057
18,PhD,Software Engineer,115776
19,Master,Software Engineer,105940
6,PhD,Data Scientist,85019
12,Bachelor,Data Scientist,77863
16,Bachelor,HR,80307
23,PhD,Software Engineer,121744
13,Master,Analyst,93803
12,Bachelor,Software Engineer,80665
16,Master,Manager,108623
17,Master,Manager,120852
12,PhD,Software Engineer,101417
24,PhD,HR,131021
28,Bachelor,HR,110763
3,Master,Manager,64287
18,PhD,Software Engineer,120420
15,PhD,Manager,122121
5,Master,Manager,80694
20,PhD,Manager,130000
16,PhD,Analyst,98377
14,PhD,Data Scientist,100765
17,PhD,Manager,110418
13,Bachelor,Data Scientist,88394
16,PhD,HR,96857
18,PhD,Analyst,105023
2,Bachelor,Data Scientist,51148
30,Bachelor,Manager,145322
24,PhD,Data Scientist,142462
21,PhD,HR,120386
10,Bachelor,Analyst,64964
18,Bachelor,Data Scientist,103641
24,Bachelor,HR,108863
13,Master,Analyst,84674
13,Master,HR,69045
18,Master,Manager,116481
20,Bachelor,Software Engineer,95449
7,Bachelor,Data Scientist,54651
23,Bachelor,Data Scientist,111333
10,PhD,Manager,101808
7,PhD,Software Engineer,84589
15,PhD,Analyst,101037
15,Bachelor,HR,70992
2,Bachelor,HR,31943
16,Bachelor,Analyst,87616
4,PhD,HR,67729
23,Master,Analyst,115533
13,Master,Manager,92300
4,Master,Manager,80267
5,Master,Manager,77748
10,PhD,Manager,97365
27,PhD,Software Engineer,129453
12,Master,Software Engineer,85693
10,PhD,Analyst,86307
21,Bachelor,Software Engineer,99496
5,Master,Analyst,69428
0,Bachelor,HR,32122
19,Master,HR,96248
22,PhD,Analyst,121864
9,Bachelor,Manager,65218
6,PhD,HR,65420
19,Bachelor,HR,82426
7,PhD,HR,77263
27,Bachelor,Data Scientist,130872
17,Master,Software Engineer,101429
5,Bachelor,Manager,64343
30,Master,Manager,153945
5,Bachelor,Data Scientist,49455
12,PhD,Manager,108643
7,Bachelor,Software Engineer,53950
8,Master,Manager,90317
22,PhD,HR,108785
3,Bachelor,Software Engineer,42417
3,Master,HR,36512
16,Master,Manager,102833
27,Bachelor,Analyst,111008
22,PhD,HR,115926
20,PhD,Software Engineer,115506
26,Bachelor,Analyst,122130
19,PhD,Software Engineer,115567
4,Bachelor,Analyst,45801
18,Master,Data Scientist,108569
10,Bachelor,Manager,86614
16,Master,Data Scientist,107217
5,Master,HR,55121
6,Master,Software Engineer,68993
1,Master,HR,40913
17,Bachelor,Manager,95787
18,Bachelor,Data Scientist,102013
7,Bachelor,Data Scientist,69014
25,Master,HR,105990
29,PhD,Manager,159141
14,Master,Manager,98679
11,Master,HR,74648
11,Master,Analyst,75190
26,Bachelor,Analyst,112292
14,PhD,Data Scientist,103111
0,Master,Manager,55618
20,PhD,Data Scientist,133198
14,Bachelor,Analyst,73279
1,Master,Data Scientist,55431
12,Bachelor,Analyst,71433
0,PhD,HR,45211
2,Bachelor,Data Scientist,40287
12,Bachelor,Data Scientist,78472
13,Bachelor,HR,75803
3,Bachelor,Analyst,39890
0,Master,Analyst,37333
28,PhD,Software Engineer,138491
20,PhD,Manager,126321
8,Master,Software Engineer,72783
18,PhD,HR,106801
27,PhD,Analyst,124416
8,Bachelor,Data Scientist,66332
15,PhD,Analyst,109003
30,Master,Data Scientist,145754
8,PhD,Software Engineer,85753
14,Bachelor,Manager,91225
1,Bachelor,Software Engineer,49318
7,Master,HR,60642
25,Master,Data Scientist,136524
18,Bachelor,Manager,105145
6,PhD,Software Engineer,79083
11,Bachelor,Manager,78254
28,PhD,Manager,151335
13,Bachelor,Analyst,70263
22,PhD,Data Scientist,132930
17,Bachelor,Data Scientist,103115
2,Bachelor,Manager,61847
4,Bachelor,Software Engineer,52099
6,Master,Analyst,56790
28,PhD,Data Scientist,154425
12,Bachelor,Manager,84965
19,Bachelor,Data Scientist,93738
16,Bachelor,Software Engineer,81931
6,PhD,Manager,86210
13,Master,Analyst,76443
12,PhD,Data Scientist,104370
16,Bachelor,Analyst,85579
8,Master,HR,63250
13,Bachelor,Data Scientist,85482
3,PhD,Data Scientist,73892
2,Bachelor,HR,40749
29,Bachelor,Data Scientist,136566
29,Master,HR,121743
9,Bachelor,Data Scientist,63543
30,Master,Software Engineer,148520
15,Bachelor,HR,73660
30,PhD,Data Scientist,158791
20,Bachelor,Manager,112629
21,Master,Software Engineer,114074
22,PhD,Software Engineer,121580
6,PhD,Software Engineer,76427
21,Bachelor,Analyst,103322
10,Master,Software Engineer,76265
30,Bachelor,Software Engineer,130498
14,Master,Software Engineer,94144
0,PhD,Analyst,51312
11,PhD,HR,84493
19,Bachelor,Analyst,89195
23,Master,Data Scientist,128627
0,Bachelor,Analyst,37091
9,PhD,Software Engineer,79640
3,PhD,Software Engineer,65865
12,Master,HR,76919
11,Master,HR,72102
22,PhD,Software Engineer,137083
12,PhD,Analyst,89985
10,Bachelor,Software Engineer,66930
19,Bachelor,HR,92558
8,Bachelor,Software Engineer,57679
7,Master,Analyst,71534
27,Bachelor,HR,115756
3,Master,Manager,65555
18,Bachelor,Analyst,85927
4,Master,Data Scientist,61230
17,Bachelor,Manager,101421
28,PhD,Data Scientist,161486
26,Master,Manager,139977
6,Master,HR,70291
30,Master,Analyst,133008
11,PhD,Data Scientist,104737
19,PhD,Data Scientist,125070
9,Master,Manager,89446
28,Bachelor,HR,108261
22,PhD,Software Engineer,121682
30,Master,Software Engineer,144441
22,PhD,Software Engineer,125173
13,PhD,Manager,105057
22,Bachelor,Analyst,101638
22,PhD,Data Scientist,131830
20,Bachelor,Analyst,97650
2,Master,Analyst,52733
20,Master,HR,101182
4,Bachelor,Software Engineer,52778
2,Bachelor,Data Scientist,39308
12,Bachelor,Data Scientist,86433
29,PhD,Software Engineer,136453
26,Bachelor,Manager,134283
22,Master,Analyst,108811
23,Master,Analyst,106365
10,PhD,HR,75101
27,Master,Software Engineer,132160
10,PhD,Data Scientist,98744
25,PhD,Data Scientist,136387
1,Bachelor,Manager,52979
30,Bachelor,HR,127752
5,PhD,Software Engineer,70814
21,Master,Data Scientist,124247
3,Master,Manager,66013
6,PhD,Data Scientist,81788
15,PhD,Software Engineer,107102
11,Bachelor,Data Scientist,79347
18,Bachelor,Software Engineer,89868
2,Bachelor,HR,35047
2,Bachelor,Software Engineer,45917
27,PhD,HR,136044
9,Bachelor,Data Scientist,74913
18,Bachelor,HR,85958
6,Master,HR,67963
18,Master,Manager,120989
13,Master,Software Engineer,89939
8,Bachelor,Data Scientist,69736
8,Master,Data Scientist,79107
0,Master,Data Scientist,54586
18,Bachelor,Data Scientist,93217
20,PhD,Software Engineer,112358
2,PhD,Software Engineer,62495
24,Bachelor,Analyst,104873
5,PhD,Manager,78287
12,Master,HR,60739
27,Master,HR,119621
10,Master,HR,76410
17,Master,Data Scientist,114654
22,Bachelor,Analyst,103444
27,Master,Analyst,125422
18,Bachelor,Analyst,85262
18,Bachelor,Data Scientist,92039
8,Master,Analyst,62829
3,Bachelor,Manager,58071
9,Bachelor,HR,52066
26,Bachelor,Manager,120222
9,Master,Analyst,82027
30,PhD,Software Engineer,149111
29,Bachelor,Manager,144969
16,Bachelor,Analyst,88028
10,Master,Analyst,78824
19,Bachelor,HR,82134
3,PhD,HR,62665
13,Bachelor,Analyst,77774
0,Master,Data Scientist,58265
22,PhD,Manager,141423
8,PhD,Manager,98416
20,Bachelor,Software Engineer,97629
13,Master,Software Engineer,82600
2,Master,Analyst,49669
26,PhD,Software Engineer,132108
16,Master,Software Engineer,91416
12,PhD,Analyst,94607
7,PhD,Software Engineer,82102
12,Bachelor,Manager,81904
15,Bachelor,Data Scientist,90916
22,Bachelor,Manager,121999
18,Bachelor,Analyst,90908
17,Bachelor,Software Engineer,94042
19,Master,Analyst,87185
21,Bachelor,Software Engineer,106742
6,Master,HR,63559
2,Bachelor,Software Engineer,42892
10,Bachelor,Manager,83906
16,PhD,Analyst,107769
19,Bachelor,Manager,100853
28,PhD,Data Scientist,149315
29,Master,HR,123899
3,Master,Analyst,60539
8,PhD,Manager,99418
15,Bachelor,Manager,103101
9,Master,Analyst,70070
30,Bachelor,Analyst,123141
0,Master,Manager,69640
27,PhD,Manager,150478
25,Master,Analyst,109347
15,Master,Software Engineer,88685
26,PhD,Data Scientist,129967
2,PhD,Analyst,65183
23,Master,Analyst,120035
17,Master,HR,92213
6,Master,Analyst,60684
7,PhD,Manager,98858
17,Bachelor,Analyst,93525
15,Bachelor,Manager,102052
19,Master,Manager,108411
23,PhD,Software Engineer,129855
3,Bachelor,Software Engineer,44298
0,PhD,HR,50821
12,Bachelor,Analyst,74730
1,Master,Manager,62803
6,PhD,HR,64713
25,Master,Analyst,128572
1,Bachelor,Data Scientist,53469
11,PhD,Manager,96434
0,Bachelor,Manager,52453
30,Bachelor,Software Engineer,126500
5,Master,Analyst,58435
9,Master,HR,71417
23,Bachelor,HR,96038
27,Master,Data Scientist,130274
25,PhD,Data Scientist,143187
6,Bachelor,Analyst,41245
26,PhD,Manager,151404
10,PhD,Software Engineer,92887
23,Bachelor,HR,95670
24,Master,Analyst,116026
13,Bachelor,Software Engineer,78448
28,PhD,Software Engineer,141348
13,Master,Manager,99573
10,Master,Software Engineer,81724
12,Bachelor,Data Scientist,84291
0,PhD,HR,47222
22,Master,Analyst,113453
2,Master,Analyst,57650
22,Master,Manager,128997
3,Master,Data Scientist,64858
11,Master,Software Engineer,93498
10,Master,Analyst,70850
15,Bachelor,Software Engineer,79806
1,Bachelor,HR,29973
7,Bachelor,Analyst,50693
2,Master,Software Engineer,52523
22,Bachelor,Data Scientist,112682
7,Bachelor,Data Scientist,64555
18,PhD,Analyst,107732
16,Bachelor,HR,83031
1,PhD,Manager,71642
30,Master,HR,130198
6,PhD,Software Engineer,76951
25,Bachelor,Analyst,99266
16,Master,Software Engineer,101600
21,Master,Data Scientist,125619
9,Master,Analyst,75720
13,PhD,Manager,107037
6,Bachelor,HR,44073
1,PhD,Data Scientist,68660
22,Bachelor,HR,96375
27,Bachelor,Software Engineer,127575
16,Bachelor,Data Scientist,82022
22,PhD,Software Engineer,127024
3,PhD,HR,55752
2,Bachelor,Analyst,34716
7,Master,Software Engineer,64856
16,PhD,HR,97414
19,Master,Data Scientist,112077
13,PhD,Data Scientist,100866
28,PhD,Data Scientist,147116
7,PhD,Data Scientist,81448
16,Master,HR,85331
30,Bachelor,Manager,139692
17,Bachelor,HR,81194
17,Bachelor,Manager,96712
26,PhD,HR,135461
30,Bachelor,Software Engineer,126946
9,Master,Manager,88802
13,PhD,Data Scientist,110838
